chrom,chromStart,chromEnd,symbol,cell,rep,score,strand
chr3,124731531,124731565,UMPS,THP,B,15.9926457396332,+
chr5,119279560,119279646,TNFAIP8,THP,B,15.9926457396332,+
chr6,43540711,43540786,XPO5,THP,B,15.9926457396332,-
chr8,65719092,65719194,PDE7A,THP,B,15.9926457396332,-
chrX,45747047,45747078,hsa-mir-222,THP,B,15.9926457396332,-
chrX,45747031,45747047,hsa-mir-222,THP,B,15.9926457396332,-
chr8,26325884,26325910,PPP2R2A,THP,B,27.2189630613789,+
chr3,18348353,18348461,SATB1,THP,B,61.3300326300915,-
chr11,65430007,65430058,NEAT1,THP,B,400,+
chr1,965380,965421,KLHL17,THP,B,21.0208439421334,+
chr1,89644167,89644238,LRRC8C,THP,B,10.4533683892897,+
chr1,109226759,109226791,SARS,THP,B,10.4533683892897,+
chr1,247307000,247307056,ZNF496,THP,B,10.4533683892897,-
chr1,35624142,35624177,PSMB2,THP,B,10.4533683892897,-
chr11,17281017,17281050,NUCB2,THP,B,10.4533683892897,+
chr11,17281000,17281017,NUCB2,THP,B,10.4533683892897,+
chr11,17280990,17281000,NUCB2,THP,B,10.4533683892897,+
chr12,82352892,82352995,CCDC59,THP,B,10.4533683892897,-
chr13,77006878,77006948,FBXL3,THP,B,10.4533683892897,-
chr13,77239833,77239900,MYCBP2,THP,B,10.4533683892897,-
chr16,50175782,50175880,TENT4B,THP,B,10.4533683892897,+
chr17,29474941,29475019,TAOK1,THP,B,10.4533683892897,+
chr17,8140728,8140762,PER1,THP,B,10.4533683892897,-
chr18,13028479,13028590,CEP192,THP,B,10.4533683892897,+
chr18,35335247,35335325,ZNF24,THP,B,10.4533683892897,-
chr19,17319752,17319862,DDA1,THP,B,21.0208439421334,+
chr19,4794421,4794528,FEM1A,THP,B,10.4533683892897,+
chr19,43622750,43622885,CADM4,THP,B,10.4533683892897,-
chr2,98589965,98590062,INPP4A,THP,B,10.4533683892897,+
chr2,197467284,197467345,COQ10B,THP,B,10.4533683892897,+
chr2,74207085,74207105,MTHFD2,THP,B,10.4533683892897,+
chr2,69379004,69379136,GFPT1,THP,B,10.4533683892897,-
chr2,11182447,11182513,ROCK2,THP,B,10.4533683892897,-
chr20,32301403,32301436,KIF3B,THP,B,10.4533683892897,+
chr20,62855185,62855244,TCFL5,THP,B,21.0208439421334,-
chr20,36922389,36922422,SAMHD1,THP,B,10.4533683892897,-
chr3,182918482,182918552,ATP11B,THP,B,10.4533683892897,+
chr9,111933075,111933191,UGCG,THP,B,10.4533683892897,+
chrX,107650905,107650969,PRPS1,THP,B,10.4533683892897,+
chr17,7315700,7315803,NEURL4,THP,B,27.0775755911272,-
chr16,87743679,87743755,KLHDC4,THP,B,19.4803294829222,-
chr2,74214372,74214463,MTHFD2,THP,B,83.4121880480066,+
chr1,19598975,19598988,NBL1|MINOS1,THP,B,15.7668279217089,+
chr11,87079010,87079079,TMEM135,THP,B,15.7668279217089,+
chr12,98651670,98651728,APAF1,THP,B,15.7668279217089,+
chr12,48653689,48653715,KANSL2,THP,B,15.7668279217089,-
chr16,84079721,84079770,MBTPS1,THP,B,15.7668279217089,-
chr22,40625261,40625319,MRTFA,THP,B,15.7668279217089,-
chr5,132877375,132877486,AFF4,THP,B,15.7668279217089,-
chr6,20419482,20419553,E2F3,THP,B,15.7668279217089,+
chr16,75657265,75657404,TERF2IP,THP,B,64.4721897175214,+
chr5,32368225,32368302,ZFR,THP,B,20.7853688494364,-
chr1,235826696,235826700,LYST,THP,B,19.3385564797032,-
chr3,160227149,160227227,C3orf80,THP,B,26.7948227126117,+
chr19,52556647,52556734,ZNF701,THP,B,45.3719790988157,+
chr8,140528259,140528357,AGO2,THP,B,45.3719790988157,-
chr1,32660443,32660537,RBBP4,THP,B,10.4856956266813,+
chr1,183524110,183524187,SMG7,THP,B,10.4856956266813,+
chr1,202362785,202362836,PPP1R12B,THP,B,10.4856956266813,+
chr1,109226791,109226835,SARS,THP,B,10.4856956266813,+
chr1,174684674,174684814,RABGAP1L,THP,B,5.14803524361914,+
chr1,113113274,113113404,LRIG2,THP,B,5.14803524361914,+
chr1,119717018,119717130,PHGDH,THP,B,5.14803524361914,+
chr1,12183502,12183607,TNFRSF1B,THP,B,5.14803524361914,+
chr1,174993405,174993484,RABGAP1L,THP,B,5.14803524361914,+
chr1,76089206,76089261,ST6GALNAC3,THP,B,5.14803524361914,+
chr1,178139597,178139638,RASAL2,THP,B,5.14803524361914,+
chr1,77571195,77571299,AC118549.1,THP,B,10.4856956266813,-
chr1,6590757,6590852,KLHL21,THP,B,5.14803524361914,-
chr1,179106383,179106461,ABL2,THP,B,5.14803524361914,-
chr1,205622617,205622691,ELK4,THP,B,5.14803524361914,-
chr1,246422215,246422288,SMYD3,THP,B,5.14803524361914,-
chr1,114489580,114489652,TRIM33,THP,B,5.14803524361914,-
chr1,23512140,23512208,E2F2,THP,B,5.14803524361914,-
chr1,235167694,235167760,ARID4B,THP,B,5.14803524361914,-
chr1,109387241,109387300,SORT1,THP,B,5.14803524361914,-
chr1,32777600,32777647,YARS,THP,B,5.14803524361914,-
chr1,155519299,155519331,ASH1L,THP,B,5.14803524361914,-
chr10,91863192,91863280,TNKS2,THP,B,10.4856956266813,+
chr10,74331496,74331547,ADK,THP,B,10.4856956266813,+
chr10,35491569,35491694,CCNY,THP,B,5.14803524361914,+
chr10,79093347,79093450,ZMIZ1,THP,B,5.14803524361914,+
chr10,60788059,60788118,CDK1,THP,B,5.14803524361914,+
chr10,119575475,119575533,TIAL1,THP,B,20.5439403588299,-
chr10,16813172,16813291,RSU1,THP,B,5.14803524361914,-
chr10,895164,895232,LARP4B,THP,B,5.14803524361914,-
chr10,68022523,68022550,HERC4,THP,B,5.14803524361914,-
chr11,4127154,4127193,RRM1,THP,B,10.4856956266813,+
chr11,118462817,118462928,KMT2A|AP001267.5,THP,B,5.14803524361914,+
chr11,57688875,57688923,ZDHHC5,THP,B,5.14803524361914,+
chr11,85958472,85958538,PICALM,THP,B,15.5362610561678,-
chr11,72043884,72043967,NUMA1,THP,B,5.14803524361914,-
chr11,57404863,57404937,AP000781.2,THP,B,5.14803524361914,-
chr11,83261505,83261564,CCDC90B,THP,B,5.14803524361914,-
chr12,46633274,46633429,AC008014.1|AC008035.1,THP,B,5.14803524361914,+
chr12,16425281,16425355,MGST1,THP,B,5.14803524361914,+
chr12,51056956,51057007,LETMD1,THP,B,5.14803524361914,+
chr12,93479249,93479298,MRPL42,THP,B,5.14803524361914,+
chr12,56219892,56220022,RNF41,THP,B,10.4856956266813,-
chr12,71656700,71656721,ZFC3H1,THP,B,5.14803524361914,-
chr15,41825561,41825673,MAPKBP1,THP,B,10.4856956266813,+
chr15,64677073,64677137,ZNF609,THP,B,5.14803524361914,+
chr15,85418083,85418140,AKAP13,THP,B,5.14803524361914,+
chr15,63128557,63128595,LACTB,THP,B,5.14803524361914,+
chr15,90771848,90771878,BLM,THP,B,5.14803524361914,+
chr15,50065793,50065824,ATP8B4,THP,B,5.14803524361914,-
chr16,53842684,53842751,FTO,THP,B,10.4856956266813,+
chr16,70536346,70536434,SF3B3,THP,B,5.14803524361914,+
chr16,5077181,5077256,ALG1,THP,B,5.14803524361914,+
chr16,5074148,5074211,ALG1,THP,B,5.14803524361914,+
chr16,53977926,53977936,FTO,THP,B,5.14803524361914,+
chr16,21514850,21514869,SMG1P3,THP,B,5.14803524361914,-
chr16,84102305,84102321,MBTPS1,THP,B,5.14803524361914,-
chr17,56863816,56863889,DGKE,THP,B,15.5362610561678,+
chr17,76745867,76745982,MFSD11,THP,B,5.14803524361914,+
chr17,80966226,80966324,RPTOR,THP,B,5.14803524361914,+
chr17,20139687,20139743,SPECC1,THP,B,5.14803524361914,+
chr17,30604670,30604722,SMURF2P1|SMURF2P1-LRRC37BP1,THP,B,5.14803524361914,+
chr17,67455415,67455439,PITPNC1,THP,B,5.14803524361914,+
chr17,7591240,7591352,FXR2,THP,B,10.4856956266813,-
chr17,10017291,10017310,GAS7,THP,B,10.4856956266813,-
chr17,67181021,67181104,HELZ,THP,B,5.14803524361914,-
chr17,72761118,72761182,SLC39A11,THP,B,5.14803524361914,-
chr18,9205406,9205478,ANKRD12,THP,B,5.14803524361914,+
chr19,46754611,46754673,FKRP,THP,B,20.5439403588299,+
chr19,10893068,10893085,CARM1,THP,B,15.5362610561678,+
chr19,57828391,57828451,ZNF587B|AC010522.1,THP,B,5.14803524361914,+
chr19,57826901,57826938,AC010522.1|ZNF587B,THP,B,5.14803524361914,+
chr19,40251539,40251557,AKT2,THP,B,5.14803524361914,-
chr2,44498121,44498228,CAMKMT,THP,B,5.14803524361914,+
chr2,230735147,230735240,CAB39,THP,B,5.14803524361914,+
chr2,231142214,231142277,PSMD1,THP,B,5.14803524361914,+
chr2,85004802,85004859,KCMF1,THP,B,5.14803524361914,+
chr2,143018878,143018914,KYNU,THP,B,5.14803524361914,+
chr2,184830037,184830070,ZNF804A,THP,B,5.14803524361914,+
chr2,27942552,27942578,BABAM2,THP,B,5.14803524361914,+
chr2,38335950,38336050,ATL2,THP,B,10.4856956266813,-
chr2,223757944,223758043,AP1S3,THP,B,10.4856956266813,-
chr2,61361957,61362023,USP34,THP,B,10.4856956266813,-
chr2,25834290,25834405,ASXL2,THP,B,5.14803524361914,-
chr2,101020463,101020542,TBC1D8,THP,B,5.14803524361914,-
chr2,201764578,201764637,ALS2,THP,B,5.14803524361914,-
chr2,53929460,53929517,PSME4,THP,B,5.14803524361914,-
chr2,127863546,127863590,AMMECR1L,THP,B,5.14803524361914,-
chr2,96295228,96295260,SNRNP200,THP,B,5.14803524361914,-
chr20,33675944,33676041,E2F1,THP,B,15.5362610561678,-
chr20,20701688,20701801,RALGAPA2,THP,B,5.14803524361914,-
chr20,48718241,48718291,PREX1,THP,B,5.14803524361914,-
chr21,44041686,44041737,TRAPPC10,THP,B,5.14803524361914,+
chr22,37677566,37677630,LGALS1,THP,B,5.14803524361914,+
chr22,44088479,44088541,PARVB,THP,B,5.14803524361914,+
chr22,29897563,29897625,MTMR3,THP,B,5.14803524361914,+
chr22,19093911,19094014,DGCR2,THP,B,5.14803524361914,-
chr3,43715105,43715231,ABHD5,THP,B,5.14803524361914,+
chr3,197166263,197166363,DLG1,THP,B,10.4856956266813,-
chr3,53334207,53334271,DCP1A,THP,B,10.4856956266813,-
chr3,142506471,142506520,ATR,THP,B,5.14803524361914,-
chr3,48530350,48530388,PFKFB4,THP,B,5.14803524361914,-
chr3,121470198,121470210,POLQ,THP,B,5.14803524361914,-
chr4,2892723,2892782,ADD1,THP,B,5.14803524361914,+
chr4,3521891,3521976,LRPAP1,THP,B,15.5362610561678,-
chr4,53046233,53046351,SCFD2,THP,B,10.4856956266813,-
chr4,139544231,139544303,SETD7,THP,B,10.4856956266813,-
chr4,105428755,105428864,PPA2,THP,B,5.14803524361914,-
chr4,53102881,53102961,SCFD2,THP,B,5.14803524361914,-
chr4,17495974,17496020,QDPR,THP,B,5.14803524361914,-
chr4,139162546,139162574,ELF2,THP,B,5.14803524361914,-
chr5,50780976,50781121,PARP8,THP,B,5.14803524361914,+
chr5,87346644,87346715,RASA1,THP,B,5.14803524361914,+
chr5,169687935,169688002,DOCK2,THP,B,5.14803524361914,+
chr5,173033694,173033755,ATP6V0E1,THP,B,5.14803524361914,+
chr5,140407356,140407408,ANKHD1|ANKHD1-EIF4EBP3,THP,B,5.14803524361914,+
chr5,132913461,132913554,AFF4,THP,B,10.4856956266813,-
chr5,59770984,59771031,PDE4D,THP,B,10.4856956266813,-
chr5,32143461,32143541,GOLPH3,THP,B,5.14803524361914,-
chr5,93823892,93823957,FAM172A,THP,B,5.14803524361914,-
chr5,36705048,36705106,AC008957.1,THP,B,5.14803524361914,-
chr6,7250834,7250891,RREB1,THP,B,10.4856956266813,+
chr6,7417587,7417716,RIOK1,THP,B,5.14803524361914,+
chr6,70494818,70494907,FAM135A,THP,B,5.14803524361914,+
chr6,57097979,57098044,ZNF451,THP,B,5.14803524361914,+
chr6,28233368,28233410,ZSCAN9,THP,B,5.14803524361914,+
chr6,7174613,7174618,RREB1,THP,B,5.14803524361914,+
chr6,15608259,15608353,DTNBP1,THP,B,5.14803524361914,-
chr6,136560876,136560950,MAP3K5,THP,B,5.14803524361914,-
chr6,83344820,83344885,ME1,THP,B,5.14803524361914,-
chr6,89779495,89779523,MDN1,THP,B,5.14803524361914,-
chr7,139235404,139235422,UBN2,THP,B,20.5439403588299,+
chr7,102223880,102223953,CUX1,THP,B,5.14803524361914,+
chr7,101895922,101895990,CUX1,THP,B,5.14803524361914,+
chr7,74344575,74344643,CLIP2,THP,B,5.14803524361914,+
chr7,1500560,1500628,INTS1,THP,B,5.14803524361914,-
chr7,17906871,17906937,SNX13,THP,B,5.14803524361914,-
chr7,75734184,75734249,HIP1,THP,B,5.14803524361914,-
chr7,105140547,105140609,SRPK2,THP,B,5.14803524361914,-
chr7,42909537,42909583,C7orf25,THP,B,5.14803524361914,-
chr7,140898119,140898134,BRAF,THP,B,5.14803524361914,-
chr8,129504112,129504200,CCDC26,THP,B,20.5439403588299,-
chr8,102356070,102356157,UBR5,THP,B,10.4856956266813,-
chr8,98611895,98612027,STK3,THP,B,5.14803524361914,-
chr8,89947564,89947661,NBN,THP,B,5.14803524361914,-
chr8,102334866,102334915,UBR5,THP,B,5.14803524361914,-
chr8,133506899,133506947,ST3GAL1,THP,B,5.14803524361914,-
chr8,140628873,140628920,AGO2,THP,B,5.14803524361914,-
chr8,47775075,47775117,PRKDC,THP,B,5.14803524361914,-
chr8,102214690,102214718,RRM2B,THP,B,5.14803524361914,-
chr9,37185894,37185934,ZCCHC7,THP,B,10.4856956266813,+
chr9,71954042,71954119,C9orf85,THP,B,5.14803524361914,+
chr9,125335312,125335379,GAPVD1,THP,B,5.14803524361914,+
chr9,128230416,128230438,DNM1,THP,B,5.14803524361914,+
chr9,33072273,33072388,SMU1,THP,B,5.14803524361914,-
chr9,125016333,125016404,SCAI,THP,B,5.14803524361914,-
chr9,124613600,124613643,NR6A1,THP,B,5.14803524361914,-
chrX,102618703,102618812,ARMCX5-GPRASP2,THP,B,10.4856956266813,+
chrX,68510607,68510688,YIPF6,THP,B,5.14803524361914,+
chrX,136925834,136925883,AL390879.1,THP,B,5.14803524361914,+
chrX,20226147,20226175,RPS6KA3,THP,B,20.5439403588299,-
chrX,104139772,104139856,SLC25A53,THP,B,5.14803524361914,-
chrX,130891104,130891126,ENOX2,THP,B,5.14803524361914,-
chr10,7352659,7352681,SFMBT2,THP,B,33.9509371102059,-
chr16,29665454,29665529,SPN,THP,B,67.1916337084595,+
chr13,38362474,38362486,UFM1,THP,B,48.6588821608661,+
chr16,89471130,89471181,ANKRD11,THP,B,19.0550043737844,-
chr10,110964722,110964844,SHOC2,THP,B,20.2961184685398,+
chr16,22008242,22008361,MOSMO,THP,B,20.2961184685398,+
chr2,174559919,174560043,WIPF1,THP,B,20.2961184685398,-
chr5,10701497,10701575,DAP,THP,B,20.2961184685398,-
chr1,228098190,228098256,ARF1,THP,B,400,+
chr1,235827877,235827950,LYST,THP,B,44.6672788357109,-
chr11,67293586,67293590,ANKRD13D,THP,B,15.3003149541777,+
chr12,120503408,120503512,COQ5,THP,B,15.3003149541777,-
chr14,69715007,69715101,SUSD6,THP,B,15.3003149541777,+
chr3,194403507,194403567,ATP13A3,THP,B,15.3003149541777,-
chr4,2576527,2576532,FAM193A,THP,B,15.3003149541777,+
chr4,73190317,73190415,ANKRD17,THP,B,15.3003149541777,-
chr4,101025333,101025404,PPP3CA,THP,B,15.3003149541777,-
chr5,179618446,179618519,HNRNPH1,THP,B,22.645027674981,-
chr6,85633749,85633764,SYNCRIP,THP,B,22.645027674981,-
chr1,43845705,43845771,ST3GAL3,THP,B,29.9507044316673,+
chr1,193015173,193015279,UCHL5,THP,B,48.095333133045,-
chr1,150386321,150386363,RPRD2,THP,B,20.0416557561854,+
chr1,149644106,149644192,LINC00869,THP,B,10.2591865099936,+
chr1,179076012,179076075,FAM20B,THP,B,10.2591865099936,+
chr1,75763364,75763383,ACADM,THP,B,10.2591865099936,+
chr1,246164497,246164614,SMYD3,THP,B,10.2591865099936,-
chr1,245959794,245959884,SMYD3,THP,B,10.2591865099936,-
chr1,20854904,20854988,EIF4G3,THP,B,10.2591865099936,-
chr11,9483611,9483626,ZNF143,THP,B,10.2591865099936,+
chr11,9138905,9138991,DENND5A,THP,B,22.5034993257844,-
chr11,62644816,62644891,GANAB,THP,B,10.2591865099936,-
chr14,73138565,73138647,PSEN1,THP,B,10.2591865099936,+
chr14,99998314,99998395,EVL,THP,B,10.2591865099936,+
chr14,55290238,55290285,FBXO34,THP,B,10.2591865099936,+
chr14,77701713,77701808,ALKBH1,THP,B,10.2591865099936,-
chr15,64612655,64612748,ZNF609,THP,B,20.0416557561854,+
chr15,25042737,25042831,SNHG14,THP,B,10.2591865099936,+
chr15,63650524,63650567,HERC1,THP,B,10.2591865099936,-
chr16,24784337,24784388,TNRC6A,THP,B,10.2591865099936,+
chr16,4839006,4839063,GLYR1,THP,B,10.2591865099936,-
chr17,72936532,72936596,SLC39A11,THP,B,10.2591865099936,-
chr2,135126896,135126913,RAB3GAP1,THP,B,10.2591865099936,+
chr22,20837311,20837407,PI4KA,THP,B,10.2591865099936,-
chr3,10002296,10002365,EMC3-AS1,THP,B,10.2591865099936,+
chr3,177095286,177095350,TBL1XR1,THP,B,10.2591865099936,-
chr5,31535499,31535540,C5orf22,THP,B,10.2591865099936,+
chr6,75653492,75653609,SENP6,THP,B,10.2591865099936,+
chr6,87219850,87219897,ZNF292,THP,B,10.2591865099936,+
chr7,73544329,73544426,BCL7B,THP,B,10.2591865099936,-
chr8,38307099,38307120,NSD3,THP,B,10.2591865099936,-
chr9,246413,246439,DOCK8,THP,B,20.0416557561854,+
chrX,74278224,74278310,FTX,THP,B,10.2591865099936,-
chr12,2803534,2803618,FKBP4,THP,B,44.2445062715849,+
chr7,92607597,92607700,CDK6,THP,B,44.2445062715849,-
chr1,20897212,20897324,EIF4G3,THP,B,15.0584547294914,-
chr14,102600130,102600157,RCOR1,THP,B,15.0584547294914,+
chr14,102600103,102600130,RCOR1,THP,B,15.0584547294914,+
chr15,44401065,44401189,CASC4,THP,B,15.0584547294914,+
chr15,88631249,88631313,AEN,THP,B,15.0584547294914,+
chr19,44664287,44664297,AC243964.3,THP,B,15.0584547294914,+
chr2,15456647,15456752,NBAS,THP,B,15.0584547294914,-
chr3,138816235,138816279,PIK3CB,THP,B,15.0584547294914,-
chr8,29069703,29069784,KIF13B,THP,B,15.0584547294914,-
chr4,56393935,56394047,PPAT,THP,B,20.0558273174385,-
chr8,116846590,116846617,RAD21,THP,B,20.0558273174385,-
chr1,40073240,40073311,PPT1,THP,B,400,-
chr11,67285498,67285539,GRK2,THP,B,47.5318447470321,+
chr1,205742770,205742859,NUCKS1,THP,B,18.6296905047413,-
chr15,67526556,67526634,C15orf61,THP,B,18.6296905047413,+
chr2,121338095,121338188,CLASP1,THP,B,18.6296905047413,-
chr2,64632842,64632888,SERTAD2,THP,B,22.2204540110368,-
chr11,65427297,65427368,NEAT1,THP,B,400,+
chr1,183524057,183524110,SMG7,THP,B,10.027894680477,+
chr1,111713255,111713330,RAP1A,THP,B,5.14889380333566,+
chr1,45891346,45891421,MAST2,THP,B,5.14889380333566,+
chr1,36036707,36036762,AGO3,THP,B,5.14889380333566,+
chr1,70428573,70428619,CTH,THP,B,5.14889380333566,+
chr1,174332407,174332422,RABGAP1L,THP,B,5.14889380333566,+
chr1,111171578,111171593,CEPT1,THP,B,5.14889380333566,+
chr1,114489670,114489798,TRIM33,THP,B,5.14889380333566,-
chr1,19720582,19720678,TMCO4,THP,B,5.14889380333566,-
chr1,70307373,70307438,ANKRD13C,THP,B,5.14889380333566,-
chr1,226307583,226307646,LIN9,THP,B,5.14889380333566,-
chr1,235457024,235457042,B3GALNT2,THP,B,5.14889380333566,-
chr1,50688057,50688069,FAF1,THP,B,5.14889380333566,-
chr1,155519331,155519338,ASH1L,THP,B,5.14889380333566,-
chr10,110987227,110987363,SHOC2,THP,B,5.14889380333566,+
chr10,12209562,12209614,CDC123,THP,B,5.14889380333566,+
chr10,74539507,74539555,ADK,THP,B,5.14889380333566,+
chr10,96698468,96698542,PIK3AP1,THP,B,5.14889380333566,-
chr10,63247171,63247243,JMJD1C,THP,B,5.14889380333566,-
chr10,68022550,68022572,HERC4,THP,B,5.14889380333566,-
chr11,87073009,87073120,TMEM135,THP,B,5.14889380333566,+
chr11,87104238,87104322,TMEM135,THP,B,5.14889380333566,+
chr11,70383201,70383278,PPFIA1,THP,B,5.14889380333566,+
chr11,120229873,120229933,OAF,THP,B,5.14889380333566,+
chr11,47982706,47982754,PTPRJ,THP,B,5.14889380333566,+
chr11,46639014,46639056,ATG13,THP,B,5.14889380333566,+
chr11,33084614,33084697,CSTF3,THP,B,10.027894680477,-
chr11,47755392,47755412,FNBP4,THP,B,10.027894680477,-
chr11,116955280,116955409,SIK3,THP,B,5.14889380333566,-
chr11,119355660,119355761,USP2,THP,B,5.14889380333566,-
chr11,68261388,68261482,C11orf24,THP,B,5.14889380333566,-
chr11,3720432,3720513,NUP98,THP,B,5.14889380333566,-
chr11,17112404,17112461,PIK3C2A,THP,B,5.14889380333566,-
chr12,132584162,132584248,FBRSL1,THP,B,14.8103005903039,+
chr12,110342773,110342838,ATP2A2,THP,B,5.14889380333566,+
chr12,9666817,9666846,CLEC2D,THP,B,5.14889380333566,+
chr12,56642577,56642580,ATP5F1B,THP,B,19.8325990642251,-
chr12,42465235,42465338,PRICKLE1,THP,B,5.14889380333566,-
chr12,57073986,57074048,NEMP1,THP,B,5.14889380333566,-
chr12,76391633,76391675,OSBPL8,THP,B,5.14889380333566,-
chr13,31324740,31324806,B3GLCT,THP,B,5.14889380333566,+
chr13,45232584,45232619,GTF2F2,THP,B,5.14889380333566,+
chr13,45232619,45232641,GTF2F2,THP,B,5.14889380333566,+
chr13,95644591,95644659,DZIP1,THP,B,5.14889380333566,-
chr14,55290285,55290301,FBXO34,THP,B,10.027894680477,+
chr14,91130625,91130714,DGLUCY,THP,B,5.14889380333566,+
chr14,88574499,88574569,ZC3H14,THP,B,5.14889380333566,+
chr14,21379629,21379683,SUPT16H,THP,B,14.8103005903039,-
chr14,77702290,77702367,ALKBH1,THP,B,5.14889380333566,-
chr15,49206268,49206338,GALK2,THP,B,5.14889380333566,+
chr15,56949351,56949413,TCF12,THP,B,5.14889380333566,+
chr15,68818326,68818392,ANP32A,THP,B,50.6773259682486,-
chr15,58920277,58920321,SLTM,THP,B,10.027894680477,-
chr15,58722788,58722884,ADAM10,THP,B,5.14889380333566,-
chr15,82163513,82163581,EFL1,THP,B,5.14889380333566,-
chr16,24102723,24102786,PRKCB,THP,B,5.14889380333566,+
chr16,30719689,30719703,SRCAP,THP,B,5.14889380333566,+
chr16,22413180,22413246,CDR2,THP,B,5.14889380333566,-
chr16,70247247,70247300,EXOSC6,THP,B,5.14889380333566,-
chr16,84102263,84102305,MBTPS1,THP,B,5.14889380333566,-
chr16,47185,47221,POLR3K,THP,B,5.14889380333566,-
chr17,82602942,82602992,FOXK2,THP,B,14.8103005903039,+
chr17,68511983,68512110,PRKAR1A,THP,B,10.027894680477,+
chr17,67391430,67391549,PITPNC1,THP,B,5.14889380333566,+
chr17,60767746,60767828,BCAS3,THP,B,5.14889380333566,+
chr17,15962483,15962539,ADORA2B,THP,B,5.14889380333566,+
chr17,31324595,31324641,NF1,THP,B,5.14889380333566,+
chr17,2618756,2618785,PAFAH1B1,THP,B,5.14889380333566,+
chr17,31324579,31324595,NF1,THP,B,5.14889380333566,+
chr17,60699224,60699236,BCAS3,THP,B,5.14889380333566,+
chr17,9319877,9319903,STX8,THP,B,10.027894680477,-
chr17,2199406,2199538,SMG6,THP,B,5.14889380333566,-
chr17,47470760,47470876,MRPL45P2,THP,B,5.14889380333566,-
chr17,40024537,40024609,MED24,THP,B,5.14889380333566,-
chr17,73091450,73091498,SLC39A11,THP,B,5.14889380333566,-
chr18,46179259,46179351,C18orf25,THP,B,5.14889380333566,+
chr18,21776183,21776216,MIB1,THP,B,5.14889380333566,+
chr18,11632401,11632481,NPIPB1P,THP,B,5.14889380333566,-
chr19,4403829,4403938,CHAF1A,THP,B,14.8103005903039,+
chr19,19327997,19328052,MAU2,THP,B,10.027894680477,+
chr19,48919374,48919452,NUCB1,THP,B,5.14889380333566,+
chr19,10791097,10791159,DNM2,THP,B,5.14889380333566,+
chr19,43737252,43737338,SMG9,THP,B,10.027894680477,-
chr19,9767561,9767665,ZNF846,THP,B,5.14889380333566,-
chr19,10487599,10487689,KEAP1,THP,B,5.14889380333566,-
chr19,7195561,7195648,INSR,THP,B,5.14889380333566,-
chr19,27784806,27784872,LINC00662,THP,B,5.14889380333566,-
chr19,7114739,7114804,INSR,THP,B,5.14889380333566,-
chr19,16432871,16432908,EPS15L1,THP,B,5.14889380333566,-
chr19,10414150,10414184,CDC37,THP,B,5.14889380333566,-
chr19,10414121,10414150,CDC37,THP,B,5.14889380333566,-
chr19,34672054,34672076,SCGB2B2,THP,B,5.14889380333566,-
chr2,218579751,218579915,CNOT9,THP,B,10.027894680477,+
chr2,69905112,69905209,SNRNP27,THP,B,10.027894680477,+
chr2,161336516,161336640,PSMD14,THP,B,5.14889380333566,+
chr2,233395128,233395251,DGKD,THP,B,5.14889380333566,+
chr2,42176765,42176860,EML4,THP,B,5.14889380333566,+
chr2,208285065,208285140,PIKFYVE,THP,B,5.14889380333566,+
chr2,27593114,27593136,ZNF512,THP,B,5.14889380333566,+
chr2,55549844,55549952,PPP4R3B,THP,B,19.8325990642251,-
chr2,43339861,43339938,THADA,THP,B,18.4879429559627,-
chr2,27405462,27405557,PPM1G,THP,B,14.8103005903039,-
chr2,73258321,73258359,FBXO41,THP,B,14.8103005903039,-
chr2,37645183,37645280,CDC42EP3,THP,B,10.027894680477,-
chr2,127348333,127348425,MAP3K2,THP,B,5.14889380333566,-
chr2,171377292,171377382,METTL8,THP,B,5.14889380333566,-
chr2,72508713,72508781,EXOC6B,THP,B,5.14889380333566,-
chr2,96632001,96632059,KANSL3,THP,B,5.14889380333566,-
chr2,61437707,61437747,USP34,THP,B,5.14889380333566,-
chr20,48997030,48997118,ARFGEF2,THP,B,5.14889380333566,+
chr20,63725846,63725892,ZGPAT,THP,B,5.14889380333566,+
chr20,34804280,34804405,NCOA6,THP,B,5.14889380333566,-
chr20,4953838,4953898,SLC23A2,THP,B,5.14889380333566,-
chr21,16583235,16583311,MIR99AHG,THP,B,5.14889380333566,+
chr21,44798052,44798162,UBE2G2,THP,B,10.027894680477,-
chr21,33526275,33526340,GART,THP,B,5.14889380333566,-
chr22,44028996,44029063,PARVB,THP,B,10.027894680477,+
chr3,152326326,152326333,MBNL1,THP,B,10.027894680477,+
chr3,172793175,172793239,ECT2,THP,B,5.14889380333566,+
chr3,49951565,49951621,RBM6,THP,B,5.14889380333566,+
chr3,152307058,152307080,MBNL1,THP,B,5.14889380333566,+
chr3,17685398,17685494,TBC1D5,THP,B,10.027894680477,-
chr3,72768305,72768398,SHQ1,THP,B,5.14889380333566,-
chr3,177137443,177137524,TBL1XR1,THP,B,5.14889380333566,-
chr3,177172325,177172401,TBL1XR1,THP,B,5.14889380333566,-
chr3,45955984,45956046,FYCO1,THP,B,5.14889380333566,-
chr3,115109618,115109669,ZBTB20,THP,B,5.14889380333566,-
chr3,195348297,195348328,ACAP2,THP,B,5.14889380333566,-
chr4,185389215,185389283,AC112722.1,THP,B,5.14889380333566,+
chr4,153389373,153389428,MND1,THP,B,5.14889380333566,+
chr4,98888490,98888578,EIF4E,THP,B,10.027894680477,-
